B3R3,B3R10,B3R9B,B3R6,B14R2,B14R23,B14R15BTERSEDIA,B1282R6,B8R2K3N,B8R2K4N,B4R10B,B121R1,B121R4,B121R5,B121R7,B121R10,B122R3,B1282R1,B1282R2,B1282R3,B1282R4,B1282R5,B122R11,B122R1,B4R3,B51R1B,B3R22E,B3R24,B3R40,B51R2DK2,B14R16,B14R7A,B126R4A,X_Pengiriman_RKO,X_Metode_Pembelian_Kapitasi,X_Persentase_Pemenuhan_EPurchasing,X_Sumber_Dana_Umum,X_Kondisi_Ruang_Farmasi,X_Kualitas_Gudang,X_Sumber_Dana_BPJS,X_Proporsi_Kapitasi,X_Sistem_Pencatatan,X_Kerusakan_Obat,X_Kepemilikan_Kendaraan,X_Intensitas_Kapitasi,Total_Kelompok_Obat_Dinkes
0,0,0,0,2,0,0,1,1,2,2,1,1,2,1,0,1,0,0,0,0,0,1,0,1,1,0,4,1,1,1,2,1,1,1,0,3,6,4,2,1,2,1,3,4,30
0,0,2,2,2,6662,0,0,1,2,2,1,1,1,1,0,0,0,0,1,4,0,1,0,0,1,0,4,1,1,2,1,1,1,0,0,1,6,3,2,1,2,0,3,0,25
0,0,2,3,2,13964,0,1,1,2,2,1,1,2,1,0,0,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,2,6,4,2,1,1,1,3,0,32
0,0,2,3,2,4050,0,1,1,2,2,1,1,2,1,0,1,0,0,1,4,1,1,0,0,5,1,4,1,0,2,2,1,3,2,2,2,6,4,3,1,3,3,3,2,32
0,0,0,2,2,824,0,1,0,0,2,1,1,2,1,0,1,0,0,1,4,0,1,1,1,1,1,4,1,1,2,1,1,2,1,0,2,6,3,3,1,1,1,3,0,33
1,0,1,3,2,19107,1,1,0,0,2,1,3,1,1,0,1,0,0,1,12,1,1,0,1,1,1,4,1,0,2,1,1,0,1,0,3,6,4,3,1,3,2,3,4,31
1,2,2,2,2,-1,0,1,1,1,2,1,1,2,1,0,1,0,0,1,12,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,2,2,4,3,0,1,1,3,4,34
0,0,1,2,2,41588,0,1,0,0,2,1,3,2,1,0,1,0,0,1,6,0,1,1,1,1,1,4,1,1,2,1,1,3,1,5,3,6,4,3,1,1,1,3,4,31
0,2,1,3,2,1120,0,1,1,1,2,1,1,2,1,0,2,1,12,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,4,3,6,4,3,1,0,1,2,3,32
0,0,2,2,2,4715,1,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,0,0,1,1,4,0,1,2,1,1,1,1,5,2,6,4,3,1,2,1,3,1,32
1,0,0,1,2,5700,1,1,0,0,2,1,1,2,1,0,1,0,0,1,4,1,1,0,0,1,0,4,1,1,1,1,0,1,1,0,2,6,2,3,1,2,1,3,4,31
1,2,2,1,2,14560,0,1,0,0,2,1,1,1,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,1,1,0,1,1,4,2,6,3,2,1,1,1,3,1,31
0,2,2,3,2,6948,1,1,3,2,2,1,1,2,1,0,0,0,0,1,12,0,1,0,2,1,1,4,0,1,2,2,1,1,0,0,1,6,4,3,1,1,1,2,0,33
1,0,3,2,2,9027,0,1,0,0,2,1,3,2,1,0,1,0,0,1,12,0,1,1,1,5,1,4,1,0,2,1,1,1,1,2,3,6,3,3,1,1,1,3,2,28
1,0,2,0,2,89,1,1,0,0,2,1,1,2,0,1,0,0,0,1,12,0,1,0,0,1,1,4,1,1,2,1,1,1,0,0,3,6,4,3,1,2,1,3,0,32
0,0,1,1,2,6154,0,1,0,0,2,1,1,1,1,0,2,0,0,1,4,1,1,1,0,1,1,4,0,1,2,1,1,1,1,0,1,6,3,2,1,2,3,2,1,31
1,0,2,2,2,39800,0,0,0,0,2,1,1,2,1,0,2,0,0,1,6,0,1,1,1,1,1,4,1,1,2,1,1,3,1,1,3,6,4,3,1,1,1,3,1,33
1,1,0,1,2,7976,1,1,0,0,2,1,3,2,1,0,2,0,0,1,12,0,1,0,2,1,0,4,1,1,1,1,0,1,1,0,1,6,3,3,1,2,3,3,1,31
1,2,3,2,2,23087,1,1,0,0,2,1,3,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,2,5,3,6,4,3,0,1,1,3,4,31
1,0,2,2,2,15738,1,1,1,2,2,0,0,0,1,0,1,0,0,1,12,0,1,2,0,1,1,4,1,1,2,1,1,0,2,5,3,6,3,3,1,3,1,3,4,31
1,0,2,2,2,-1,0,1,0,0,2,1,1,1,1,0,2,0,0,1,1,0,1,0,1,1,1,4,1,1,2,1,1,1,1,3,3,6,4,3,1,2,3,3,3,25
0,2,0,1,2,2884,0,1,1,1,2,1,1,2,0,1,2,0,0,1,3,0,1,1,0,2,0,4,1,1,1,2,0,1,1,5,3,5,3,2,1,0,3,2,0,34
0,2,2,2,2,6790,0,1,0,0,2,1,3,1,1,0,0,1,14,1,4,0,1,0,1,1,1,4,0,0,2,1,1,1,0,0,2,6,4,3,1,1,1,3,0,34
0,0,1,3,2,8283,1,1,0,0,2,1,3,2,1,0,2,0,0,1,30,1,1,0,2,1,1,4,0,1,2,1,0,1,1,0,1,6,3,0,1,1,2,3,2,29
0,1,0,0,1,10762,0,0,1,1,2,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,1,4,1,1,2,2,1,0,2,1,2,6,4,3,0,1,0,1,1,3
1,0,2,3,2,10278,0,1,0,0,2,1,1,2,1,0,2,1,12,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,2,1,1,1,3,3,31
0,2,2,0,2,731,1,0,0,0,2,1,1,2,1,0,2,1,1,1,4,0,1,0,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,2,1,3,4,33
0,2,0,3,2,636,0,1,0,0,2,1,1,2,1,0,1,0,0,1,8,0,1,2,2,5,1,4,1,1,2,1,1,1,1,0,2,6,3,3,1,1,3,2,1,32
0,0,2,3,2,10827,1,1,0,0,2,1,3,2,1,0,1,0,0,1,4,0,1,0,0,1,1,4,1,1,2,1,1,1,1,0,3,6,4,2,1,0,1,3,4,33
1,2,2,2,2,897,0,1,0,0,2,1,1,2,0,1,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,2,6,4,3,0,3,3,3,0,31
0,0,1,1,2,5135,0,1,1,2,2,1,1,2,1,0,2,0,0,1,12,0,1,1,0,1,1,4,1,1,2,1,1,1,-1,0,3,3,3,3,1,1,1,3,0,28
1,2,3,2,2,37684,1,1,2,2,2,1,3,1,1,0,1,1,12,1,6,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,0,3,3,29
1,0,1,1,2,8851,0,0,1,2,2,1,3,2,1,0,2,0,0,1,3,1,1,1,1,4,0,4,1,1,2,2,1,3,1,0,1,6,3,3,1,1,1,3,4,30
1,0,0,1,2,-1,1,1,0,0,2,0,0,0,0,1,1,0,0,1,4,0,1,2,0,4,1,0,1,1,1,2,0,0,1,0,2,6,3,2,1,2,1,1,2,25
0,2,2,2,1,9356,0,1,0,0,2,1,1,1,1,0,1,0,0,1,12,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,3,6,4,3,1,3,1,3,0,33
1,0,2,3,2,-1,1,0,0,0,2,1,3,1,1,0,2,1,1,1,20,1,1,1,1,1,1,4,1,1,2,1,1,1,2,3,0,6,3,3,1,1,0,3,4,28
1,0,0,0,2,10347,1,1,1,2,2,1,1,2,0,1,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,1,1,1,3,2,6,4,3,1,0,1,3,2,33
0,0,2,2,2,10356,0,1,0,1,2,1,1,2,1,0,0,0,0,1,4,0,1,0,0,1,1,4,0,1,2,2,1,3,0,0,1,6,4,3,1,2,3,3,0,32
1,0,2,1,2,23429,1,1,0,0,2,0,0,0,0,1,0,0,0,1,12,0,1,0,1,1,1,4,1,1,1,1,1,0,0,0,2,5,3,3,1,2,3,3,0,32
1,0,2,1,2,14755,1,1,0,0,2,1,1,2,0,1,2,0,0,1,4,0,1,0,0,1,0,4,1,0,2,1,1,1,1,2,1,6,4,3,1,0,1,3,4,25
1,0,2,2,2,26213,0,1,1,1,2,1,1,1,1,0,2,1,4,1,4,0,1,1,1,1,1,4,0,0,2,1,1,1,1,5,2,6,3,3,1,3,1,3,2,34
0,0,0,2,2,6555,0,1,0,0,2,1,3,2,1,0,2,1,2,1,12,0,1,2,1,1,1,4,0,1,2,1,0,1,1,0,2,6,3,3,1,2,3,3,2,31
0,2,2,2,2,6831,0,1,0,0,2,1,3,1,0,0,1,0,0,1,6,0,1,2,1,1,1,4,1,1,2,1,1,1,1,0,2,6,3,1,1,2,1,3,3,33
0,2,3,3,2,0,0,1,0,2,2,1,1,2,1,0,2,0,0,1,4,0,1,1,2,1,1,4,1,1,2,1,0,1,1,5,3,6,4,2,1,1,3,3,4,31
1,2,2,2,2,10780,0,1,1,1,2,1,1,2,1,0,0,0,0,1,4,0,1,0,2,1,1,4,1,0,2,1,1,1,0,0,3,6,3,3,1,0,3,3,0,33
0,0,2,1,2,4366,1,1,1,2,2,1,1,2,1,0,2,1,12,1,12,0,1,0,2,1,1,4,1,1,2,1,0,1,1,0,2,6,4,2,1,1,0,3,3,25
1,0,3,2,2,14804,0,1,0,0,2,1,3,2,1,0,2,0,0,1,6,0,1,2,2,1,1,4,1,1,2,1,1,1,2,5,2,6,4,3,1,1,1,3,3,34
1,0,2,1,2,14731,1,1,0,0,2,1,3,2,0,0,2,0,0,1,4,1,1,0,1,1,0,4,1,1,2,1,1,1,1,0,2,6,4,3,1,2,0,3,3,24
1,2,3,2,2,5355,1,1,0,1,2,1,3,1,1,0,1,1,2,1,10,1,1,0,2,1,1,4,1,1,2,1,1,1,2,4,3,6,4,3,1,1,1,3,4,31
1,2,2,2,2,20152,1,1,8,2,2,1,3,1,1,0,1,0,0,1,20,1,1,2,0,1,1,4,1,1,2,1,1,1,1,0,3,5,3,3,1,1,1,3,2,33
0,0,1,2,2,2221,0,1,1,2,2,1,3,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,3,-1,1,3,3,3,3,1,1,3,3,2,28
1,2,3,3,1,26390,1,1,0,0,2,1,3,2,1,0,2,0,0,1,18,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,1,1,3,4,34
0,0,2,2,2,18310,1,0,0,0,2,1,1,2,1,0,2,0,0,1,3,0,1,0,2,1,1,4,1,0,2,1,1,1,2,5,2,6,3,3,1,0,3,3,2,33
0,0,0,1,2,1276,1,0,0,0,2,1,3,2,1,0,1,0,0,1,6,0,1,1,0,4,0,2,1,1,1,1,0,1,1,0,3,6,2,2,1,2,1,3,2,31
1,0,1,2,2,582,0,1,1,1,1,1,1,2,0,0,2,0,0,1,6,0,1,1,1,1,1,4,0,0,2,1,1,3,0,0,1,6,3,2,1,1,3,3,4,30
1,0,2,1,2,7844,0,0,0,0,2,1,1,1,0,1,0,0,0,1,12,0,1,0,0,4,0,1,1,1,1,1,1,1,0,0,2,0,4,3,1,1,1,1,0,29
0,1,0,0,2,-1,0,0,0,0,2,1,1,2,0,0,0,0,0,1,4,1,1,0,0,1,0,1,0,0,2,2,1,1,0,0,0,0,3,2,0,2,1,1,0,34
1,0,1,2,2,13534,0,1,1,1,2,1,3,2,1,0,2,0,0,1,3,0,1,2,1,0,1,4,1,1,2,1,1,1,-1,0,1,6,3,3,1,1,3,3,2,32
1,2,2,3,2,33482,1,1,2,2,2,1,3,2,1,0,1,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,4,29
0,0,2,2,2,44980,0,1,0,0,2,1,2,2,1,0,1,0,0,1,6,1,1,2,1,1,1,4,1,1,2,1,1,3,2,5,3,6,3,3,1,2,1,3,3,31
1,0,2,1,2,-1,1,0,0,0,2,1,3,2,1,0,1,0,0,1,12,0,1,1,0,4,1,4,1,1,1,1,1,1,1,0,2,6,3,3,1,2,1,3,3,14
0,0,1,2,2,13737,0,1,0,0,2,1,2,1,0,0,2,0,0,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,3,1,2,1,3,3,31
0,2,1,0,2,7110,0,1,0,1,2,1,3,2,1,0,2,0,0,1,12,0,0,0,2,1,1,4,1,1,2,1,1,1,1,0,2,6,1,3,1,1,3,3,0,33
1,2,3,2,2,14886,0,1,0,0,2,1,1,2,0,1,2,1,4,1,4,1,1,1,2,1,1,4,1,0,2,1,1,1,0,0,2,6,4,3,1,1,1,3,0,33
1,0,1,2,2,75039,0,1,0,0,2,1,1,2,1,0,2,0,0,1,6,1,1,2,2,1,0,4,1,1,2,1,1,1,-1,5,2,6,4,3,1,2,1,3,4,34
0,0,0,1,2,2744,0,0,0,0,2,1,3,1,0,0,2,0,0,1,4,1,1,0,1,1,1,4,1,1,2,1,0,1,1,0,2,6,2,3,1,2,3,3,2,32
0,1,1,3,2,-1,1,1,0,0,2,1,1,1,0,0,1,0,0,1,2,0,1,2,0,1,1,4,1,1,1,1,1,1,1,0,2,6,4,3,0,1,1,3,4,34
1,0,1,1,2,6300,1,1,1,1,2,1,3,2,1,0,2,1,4,1,6,0,1,0,0,4,1,4,1,1,2,1,1,1,1,1,3,6,4,3,1,3,1,3,0,33
0,0,0,3,2,6714,1,1,0,0,2,1,1,2,1,0,1,1,12,1,12,0,1,0,0,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,2,3,3,4,32
1,2,2,2,1,24584,0,0,0,2,2,1,3,2,1,0,2,1,1,1,6,0,1,2,1,5,1,4,1,0,2,2,1,1,2,2,2,6,4,2,1,1,3,3,3,34
0,0,2,2,2,13561,0,1,0,0,2,1,1,1,1,0,1,0,0,1,4,1,1,2,1,1,1,4,1,1,2,1,1,1,-1,0,1,6,4,3,1,3,1,3,2,30
0,0,0,0,2,3576,0,1,0,0,2,1,1,2,1,0,0,0,0,1,4,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,0,6,4,2,1,1,1,3,0,30
1,0,2,2,2,20694,1,0,0,0,2,1,3,1,1,0,2,1,8,1,6,1,1,0,2,1,1,4,1,1,2,1,1,1,2,4,2,5,3,3,1,1,3,3,3,31
0,0,3,3,2,10159,0,1,0,0,2,1,1,2,1,0,2,1,1,1,3,1,1,0,2,1,1,4,1,1,2,1,1,1,1,5,3,6,4,3,1,1,1,3,0,34
0,2,0,3,2,7878,0,1,0,0,2,1,3,2,1,0,1,1,1,1,4,1,1,1,1,1,1,4,1,1,2,1,1,1,1,0,3,6,4,2,1,1,3,3,2,31
1,1,1,2,2,3584,0,1,0,0,2,1,3,2,1,0,1,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,5,1,6,4,3,1,3,1,3,0,28
1,2,3,2,2,38128,1,1,0,0,2,1,3,1,1,0,1,0,0,1,12,0,1,0,2,1,1,4,1,1,2,2,1,1,1,0,3,6,3,3,1,1,1,3,1,34
0,0,1,0,2,-1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,12,0,1,2,1,1,1,3,1,1,2,1,0,0,-1,0,3,6,4,2,1,0,1,3,2,30
0,0,0,1,2,6000,1,0,1,2,2,1,1,2,1,0,1,0,0,0,0,0,1,2,1,1,0,4,0,1,1,1,1,1,1,0,2,6,3,3,1,2,1,3,4,27
1,0,0,1,2,2763,0,1,0,0,2,1,3,2,1,0,2,1,2,1,6,0,1,1,1,4,1,2,1,0,1,1,1,1,1,4,3,6,2,3,1,1,1,3,3,29
0,2,3,3,1,19555,1,1,0,0,2,1,3,1,0,0,1,0,0,1,12,0,1,1,2,1,1,4,1,0,2,2,0,1,2,4,1,6,3,2,0,1,1,3,3,32
1,0,3,2,2,4213,0,1,1,2,2,1,1,2,0,1,2,0,0,1,12,0,1,1,1,4,1,4,1,1,2,1,1,1,1,5,2,6,4,2,1,0,3,3,2,32
1,0,1,3,2,9448,0,1,0,0,2,1,3,2,0,1,2,1,3,1,12,0,1,2,1,1,1,4,1,0,2,1,1,1,-1,0,1,6,3,3,1,2,1,3,3,31
1,0,1,1,2,-1,1,1,0,0,2,1,1,2,1,0,2,1,1,1,4,0,1,1,0,1,1,4,1,1,2,1,1,1,1,4,3,6,4,3,1,2,3,3,4,29
0,0,2,0,2,23085,1,1,1,2,2,1,1,2,1,0,2,0,0,1,4,0,1,1,1,5,1,4,1,1,2,1,1,2,0,0,3,6,4,3,1,1,3,3,2,34
0,0,0,1,2,45822,0,0,0,0,2,1,1,2,0,1,2,0,0,1,6,0,1,1,1,1,1,4,1,1,2,1,0,1,1,5,3,6,3,3,1,3,1,3,1,0
0,1,2,3,2,1793,1,1,1,1,2,1,1,1,0,0,2,1,12,1,12,0,1,1,2,1,1,4,0,1,2,1,1,1,1,5,3,6,4,2,1,3,1,3,3,32
1,0,3,2,2,45714,0,1,1,1,2,1,3,1,1,0,1,0,0,1,6,1,1,2,1,1,1,4,1,0,2,1,1,1,1,0,2,6,4,3,1,1,1,3,4,34
1,0,1,2,2,1200,1,1,1,2,2,1,3,2,0,0,2,1,12,1,12,0,1,2,1,1,1,3,0,1,1,1,1,1,1,0,2,6,3,3,1,2,1,3,1,31
0,0,0,3,2,11419,0,0,1,2,2,1,1,1,1,0,0,0,0,1,3,0,1,0,0,1,0,4,1,1,2,2,1,1,0,0,2,6,3,2,1,1,1,3,0,25
0,0,2,2,2,20975,0,1,1,0,2,1,3,2,1,0,1,0,0,1,11,0,1,2,2,1,1,4,1,1,2,1,1,3,2,1,3,6,4,3,1,1,3,3,4,31
0,2,0,3,2,11992,0,1,0,0,2,1,1,1,0,1,0,0,0,1,12,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,2,6,3,2,1,1,0,3,0,31
1,1,0,0,2,0,1,1,0,0,2,1,3,2,1,0,1,0,0,1,0,1,1,1,0,1,0,4,1,1,2,1,1,1,1,0,1,6,3,2,1,2,1,3,2,29
1,0,1,1,2,-1,0,1,0,0,2,1,3,2,1,0,1,0,0,1,8,0,1,0,0,4,0,4,1,1,1,1,1,1,1,0,3,6,3,3,1,2,1,3,1,32
0,0,0,2,2,-1,0,0,1,1,2,1,1,2,1,0,2,0,0,1,12,0,1,1,0,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,3,1,1,1,3,4,32
0,2,2,2,2,38437,1,1,0,2,2,1,3,1,0,0,1,1,0,1,4,1,1,0,2,1,1,4,1,1,2,1,1,1,2,4,3,6,4,3,1,1,1,3,3,33
1,1,2,2,2,6275,0,1,0,0,2,1,1,1,1,0,1,1,3,1,3,0,1,0,1,1,1,4,1,1,2,1,1,3,1,0,3,6,3,3,1,2,2,3,0,32
1,2,1,2,2,-1,0,1,2,2,2,1,1,2,1,0,2,0,0,1,12,1,1,0,1,2,1,4,1,1,1,1,1,3,1,0,2,6,3,3,1,2,1,3,4,28
0,2,2,2,1,11240,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,1,1,1,1,4,1,1,2,1,1,1,2,4,2,6,4,3,0,3,1,3,2,30
0,0,2,2,2,17528,0,1,0,0,2,1,3,2,1,0,1,1,6,0,0,0,1,0,1,1,1,4,0,1,2,1,1,1,1,5,2,6,3,3,1,2,1,3,0,33
0,0,2,2,2,13930,0,1,1,2,2,1,3,2,1,0,2,0,0,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,-1,0,1,6,4,3,1,1,3,3,1,34
1,0,0,2,2,4378,0,0,0,0,2,1,1,1,1,0,2,0,0,1,12,0,1,1,1,1,0,4,1,0,2,1,1,1,-1,0,2,5,3,3,1,2,1,3,4,26
0,1,0,0,1,17910,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,1,0,2,1,1,4,1,1,1,2,1,0,0,0,0,6,3,0,0,1,1,1,0,0
0,0,0,1,2,-1,0,1,0,0,2,1,1,2,0,0,0,1,4,1,4,0,1,0,1,1,1,3,1,1,2,1,1,1,0,0,2,6,4,3,1,2,1,3,0,31
1,0,1,1,2,10905,0,1,0,0,2,1,1,2,0,0,2,0,0,1,12,0,1,1,1,1,0,4,1,1,2,1,1,1,-1,0,2,6,3,3,1,1,1,3,4,18
1,2,2,2,2,24415,0,0,1,2,2,1,3,1,1,0,1,0,0,1,4,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,3,6,4,3,1,1,3,3,3,34
0,2,0,2,2,19289,0,1,1,2,2,1,3,2,1,0,1,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,1,0,2,6,3,3,0,1,1,3,1,32
0,2,2,0,1,-1,0,1,0,0,2,1,3,1,1,0,1,0,0,1,4,1,1,0,2,1,1,4,1,1,2,1,1,1,2,1,2,6,4,3,0,3,3,3,3,31
1,0,0,1,2,5470,0,0,0,0,2,1,3,2,0,0,2,0,0,1,5,0,1,1,0,4,1,4,1,0,2,1,0,1,-1,0,2,6,1,2,1,2,0,3,4,29
1,0,1,1,2,41,1,1,0,0,2,1,1,2,1,0,1,0,0,1,2,1,1,1,0,1,0,4,1,1,1,1,1,1,1,0,2,5,3,2,1,2,1,1,2,33
0,0,0,2,2,8954,0,1,1,0,2,1,1,2,0,1,2,0,0,1,2,1,1,2,0,2,1,4,1,1,2,1,0,1,1,0,2,5,3,2,1,1,1,3,1,27
0,0,1,2,2,4941,0,1,0,0,2,1,1,2,0,0,0,0,0,1,4,0,1,0,1,1,0,4,0,1,2,1,1,1,0,0,2,6,3,3,1,2,1,3,0,32
1,0,2,1,2,-1,1,1,1,0,2,1,1,2,1,0,1,0,0,1,12,1,1,1,0,4,1,4,1,1,1,1,1,1,2,5,2,6,3,2,1,2,0,3,4,29
0,0,3,3,2,10814,1,1,0,0,2,1,3,1,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,3,3,6,4,2,1,3,1,3,4,33
0,2,2,0,1,6463,0,1,0,2,2,1,2,2,1,0,3,0,0,0,0,0,1,0,1,1,1,4,1,1,2,2,1,0,2,5,0,6,3,0,0,3,1,0,4,0
0,2,1,2,2,11050,1,1,0,2,2,1,3,2,1,0,1,0,0,1,4,1,1,0,2,1,1,4,1,0,2,1,0,3,2,2,2,6,3,3,1,1,3,3,3,34
1,2,2,2,2,19749,0,0,2,2,2,1,3,1,0,1,1,0,0,0,0,0,1,0,2,1,1,4,1,1,2,1,1,0,2,3,2,6,3,3,1,0,1,3,4,34
0,0,0,3,2,742,0,1,2,1,2,1,1,2,1,0,2,0,0,1,1,0,1,0,2,1,1,4,1,1,2,1,1,1,1,5,2,6,3,3,1,1,1,3,4,18
0,0,2,1,2,5117,1,1,1,2,2,1,1,1,1,0,3,0,0,1,4,1,1,1,0,1,0,2,1,1,2,1,1,1,1,0,2,6,3,3,1,2,1,3,4,32
0,1,0,0,2,27481,1,1,1,1,2,1,3,1,0,0,1,1,2,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,3,3,0,32
0,0,1,0,2,4409,1,1,1,1,2,1,1,2,1,0,0,0,0,0,0,0,1,0,1,1,1,4,1,1,2,1,0,1,0,0,2,6,3,2,1,1,1,3,0,32
0,0,2,3,2,16208,0,1,0,2,2,1,1,1,1,0,1,1,4,1,4,0,1,0,2,1,1,4,1,1,2,1,1,1,1,5,3,6,3,3,1,1,1,3,0,34
0,0,2,3,2,4411,0,1,2,1,2,1,3,1,1,0,2,0,0,1,12,1,1,0,1,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,2,1,3,3,27
0,2,2,2,2,12433,0,1,0,0,2,1,1,2,0,0,1,0,0,1,4,0,1,0,2,1,1,4,0,1,2,1,0,3,0,0,2,6,4,2,1,1,1,3,0,33
1,0,1,1,2,5856,0,1,1,1,1,1,3,1,1,0,1,1,4,1,4,0,1,1,0,4,1,3,1,1,1,1,1,1,1,0,3,6,3,2,1,2,1,1,4,34
1,0,1,2,2,18926,0,1,1,2,0,1,1,1,1,0,1,0,0,1,4,0,1,2,0,1,1,4,1,1,2,1,1,3,1,0,3,6,3,3,1,2,0,3,1,33
0,2,2,3,1,13994,0,1,0,0,2,1,3,1,1,0,1,0,0,1,12,1,1,0,2,1,1,4,1,1,2,1,1,3,2,3,3,6,4,3,0,3,1,3,4,29
1,0,1,2,2,14017,1,1,1,2,2,1,1,1,0,0,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,1,1,1,5,2,6,3,2,1,2,3,3,0,19
0,2,1,3,1,13914,1,1,0,0,2,1,3,1,1,0,2,0,0,1,12,1,1,0,2,1,1,4,1,1,2,1,1,1,1,4,3,6,3,3,0,1,0,3,4,33
0,2,2,3,1,21431,1,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,2,5,2,6,3,3,0,1,1,3,3,32
0,2,3,2,2,18647,0,1,0,0,2,1,1,2,1,0,1,0,0,1,12,0,1,2,2,1,1,4,1,1,2,1,0,1,0,0,3,6,3,3,1,1,1,3,0,33
0,0,2,3,2,5933,0,1,0,0,2,1,3,1,0,0,3,0,0,1,6,1,1,1,0,4,0,4,1,1,2,1,0,1,1,0,2,6,3,3,1,2,1,3,3,33
0,0,2,3,2,10788,1,1,1,2,2,1,3,2,0,1,2,1,12,1,12,1,1,0,0,1,1,4,1,1,2,2,1,1,-1,0,3,6,4,2,1,1,1,3,1,32
0,2,2,2,2,16107,0,1,0,0,2,1,1,1,0,0,0,0,0,1,4,0,1,0,1,1,1,4,1,1,2,1,0,1,0,0,3,6,3,3,1,1,3,3,0,33
1,0,3,3,2,43429,1,1,2,0,2,1,3,2,1,0,2,0,0,1,4,1,1,1,2,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,3,1,1,2,3,3,31
0,0,0,2,2,18928,0,0,0,0,2,1,1,2,1,0,2,0,0,1,6,0,1,1,1,1,1,4,1,1,2,1,1,3,2,2,3,6,4,3,1,1,3,3,2,33
0,2,1,3,2,8604,0,1,0,0,2,1,1,2,1,0,0,0,0,1,4,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,3,6,2,3,1,2,3,3,0,33
0,0,0,1,2,-1,0,1,0,0,2,0,0,0,0,0,1,1,1,1,6,0,1,0,1,4,0,1,0,1,1,1,0,0,-1,0,2,6,2,2,1,2,2,1,0,30
1,2,2,2,2,24270,0,1,5,2,2,1,3,1,1,0,2,0,0,0,0,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,2,3,3,3,1,1,1,2,4,33
0,0,2,2,2,772,1,1,0,0,2,1,3,1,1,0,1,0,0,1,4,1,1,1,1,1,1,3,0,1,2,1,1,1,1,0,2,6,3,2,1,2,1,3,2,33
0,0,0,3,2,1178,1,1,1,1,2,1,3,2,1,0,1,1,15,1,15,0,1,1,1,4,0,4,1,0,2,2,1,1,1,0,2,6,3,2,1,1,3,3,3,32
0,2,1,2,2,6396,1,1,0,0,2,1,3,1,1,0,1,0,0,1,3,0,1,1,0,1,1,4,1,0,2,1,1,1,1,0,2,6,4,3,1,2,1,3,1,24
0,0,1,2,2,-1,0,1,1,0,2,1,1,2,1,0,0,0,0,1,12,0,1,0,2,2,1,4,1,1,2,1,1,1,0,0,2,6,4,3,1,1,2,3,0,34
1,0,0,1,2,7833,0,0,1,1,1,1,3,2,0,1,1,0,0,1,4,1,1,1,0,1,0,2,1,1,2,1,0,0,1,0,3,6,2,3,1,0,1,3,3,34
0,2,2,3,2,13477,1,1,0,0,2,1,1,1,1,0,1,0,0,1,12,0,1,0,1,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,1,34
1,0,3,2,2,1021,1,1,0,0,2,1,3,2,0,1,2,1,12,1,12,1,1,0,1,1,0,4,1,1,2,1,0,1,1,0,0,6,4,3,1,1,0,3,1,30
