B3R3,B3R10,B3R9B,B3R6,B14R2,B14R23,B14R15BTERSEDIA,B1282R6,B8R2K3N,B8R2K4N,B4R10B,B121R1,B121R4,B121R5,B121R7,B121R10,B122R3,B1282R1,B1282R2,B1282R3,B1282R4,B1282R5,B122R11,B122R1,B4R3,B51R1B,B3R22E,B3R24,B3R40,B51R2DK2,B14R16,B14R7A,B126R4A,X_Pengiriman_RKO,X_Metode_Pembelian_Kapitasi,X_Persentase_Pemenuhan_EPurchasing,X_Sumber_Dana_Umum,X_Kondisi_Ruang_Farmasi,X_Kualitas_Gudang,X_Sumber_Dana_BPJS,X_Proporsi_Kapitasi,X_Sistem_Pencatatan,X_Kerusakan_Obat,X_Kepemilikan_Kendaraan,X_Intensitas_Kapitasi,Total_Kelompok_Obat_Dinkes
1,0,2,2,2,18175,0,1,0,0,2,1,3,2,0,1,2,0,0,1,6,0,1,2,1,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,2,1,2,1,34
0,1,2,3,2,171,0,1,1,2,2,1,3,1,1,0,2,0,0,1,6,1,1,0,2,1,1,4,1,1,2,1,0,1,-1,0,3,6,3,3,0,1,1,3,0,31
0,0,0,2,2,18356,0,0,0,0,2,1,1,1,1,0,2,0,0,1,4,1,1,1,1,1,1,4,1,1,2,1,0,3,2,5,3,6,4,3,1,3,3,3,4,32
1,0,2,2,2,29541,1,1,0,0,2,1,3,2,1,0,2,0,0,1,13,1,1,1,1,1,1,4,1,0,2,1,1,1,1,0,3,6,4,3,1,3,1,3,3,31
0,0,0,2,2,9857,0,1,2,2,2,1,3,2,0,1,1,0,0,1,6,1,1,1,0,1,1,4,1,1,2,1,1,1,1,0,2,6,4,2,1,1,1,3,2,25
0,2,3,3,2,10141,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,4,3,6,3,3,1,3,3,3,0,25
1,0,3,3,2,-1,0,1,1,1,2,1,3,2,0,1,2,1,0,1,4,0,1,1,1,1,1,4,1,1,2,1,1,1,2,4,3,6,3,3,1,1,1,3,0,34
0,0,1,3,2,3562,1,1,0,2,2,1,1,2,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,0,2,1,1,3,-1,0,1,6,4,3,1,1,1,3,0,32
0,2,2,2,2,3796,1,1,0,0,2,1,3,1,0,0,1,0,0,1,6,1,1,1,1,1,0,4,1,1,2,1,1,1,2,3,3,6,3,3,1,0,1,3,4,32
0,0,2,2,2,5784,0,1,1,2,1,1,3,2,1,0,1,1,1,1,12,0,1,1,1,1,1,4,0,1,2,1,1,1,1,0,2,6,3,3,1,1,1,3,3,30
1,0,2,2,2,702,0,1,2,1,2,1,1,2,1,0,2,0,0,1,12,0,1,2,1,1,1,4,1,1,2,1,1,1,2,5,2,6,4,3,1,3,1,3,4,27
0,2,1,2,2,9653,0,0,0,2,2,1,1,2,1,0,1,0,0,1,4,0,1,1,2,1,1,4,0,1,2,2,1,1,-1,0,2,6,4,3,0,3,1,3,1,33
1,0,1,2,2,-1,1,1,0,0,2,1,1,1,0,1,0,0,0,1,3,0,1,0,1,1,0,4,1,1,2,1,1,1,0,0,3,6,3,3,1,1,1,3,0,32
0,2,2,3,2,15349,0,1,0,2,2,1,3,1,1,0,1,1,2,1,12,1,1,2,2,1,1,4,1,0,2,1,1,1,1,0,3,6,4,2,1,1,3,3,3,31
0,0,0,1,2,2827,0,1,1,2,2,0,0,0,1,0,2,0,0,1,4,0,1,0,0,1,0,2,0,1,1,1,1,0,1,0,2,6,3,2,1,2,1,3,1,29
1,2,1,2,2,52496,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,2,1,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,1,1,3,2,34
0,0,2,2,2,1559,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,0,1,1,5,3,5,3,3,1,2,1,3,1,26
0,2,0,2,2,1769,1,0,0,0,2,1,1,2,1,0,3,0,0,1,10,0,1,0,0,1,1,3,1,1,2,2,1,1,0,0,3,6,4,2,1,2,1,3,0,29
0,2,1,2,2,13290,0,1,0,2,0,1,1,2,0,0,2,0,0,1,12,0,1,1,0,1,1,4,1,1,2,1,1,1,1,0,1,6,3,2,0,2,1,3,1,27
1,0,1,0,2,5960,1,1,0,0,2,1,3,1,0,1,2,0,0,1,12,1,1,2,1,1,1,4,1,1,2,1,1,1,2,4,2,6,4,3,1,1,1,3,3,32
0,2,2,2,1,21473,1,1,1,2,2,1,3,2,1,0,2,1,6,1,6,0,1,2,2,1,1,4,1,1,2,1,1,1,2,5,3,6,3,3,1,1,1,3,0,33
0,2,2,2,2,15570,0,1,1,2,2,1,3,2,1,0,1,0,0,1,12,1,1,2,2,1,1,4,1,1,2,1,1,3,2,5,2,6,4,3,1,1,1,3,2,32
0,0,1,3,2,8988,1,1,1,1,2,0,0,0,1,0,2,1,6,1,6,0,1,1,2,1,1,4,1,1,2,2,1,0,0,0,3,6,4,2,1,1,1,3,0,34
0,0,2,3,2,888,1,0,2,2,2,1,1,1,0,0,2,0,0,1,21,1,1,1,2,1,1,4,1,1,2,1,1,1,1,3,1,6,4,3,1,3,3,3,4,33
0,0,2,2,2,18128,0,1,0,0,2,1,3,2,1,0,2,0,0,1,6,1,1,0,2,1,1,4,1,1,2,1,1,1,2,5,1,6,3,3,1,1,0,2,3,30
1,0,2,2,2,3357,1,0,1,1,2,1,1,2,1,0,2,1,2,1,4,0,1,1,1,1,1,4,1,1,2,1,1,1,2,2,3,6,3,3,1,1,1,3,4,32
0,2,0,1,2,-1,0,1,0,0,2,1,3,2,0,0,1,0,0,1,4,1,1,0,0,1,0,2,1,0,1,2,0,1,1,0,1,6,3,2,1,0,1,0,4,26
0,0,1,2,2,-1,0,1,0,0,1,1,1,1,1,0,2,0,0,1,4,0,0,1,0,1,1,4,1,1,2,1,1,1,1,5,2,6,1,2,1,2,3,3,3,25
1,0,2,2,2,28367,1,1,0,0,2,1,1,1,1,0,2,1,2,1,4,0,1,2,2,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,3,1,3,3,34
0,2,2,3,2,3052,0,1,0,0,2,1,1,2,1,0,2,0,0,1,12,0,1,1,1,1,1,4,1,1,2,1,1,1,1,5,3,6,4,2,1,1,1,3,3,32
0,1,0,1,2,2523,0,1,1,2,2,1,3,2,1,0,1,0,0,1,4,0,1,0,0,2,0,1,0,1,1,1,0,1,1,0,2,5,3,2,1,2,0,1,1,27
0,0,2,3,2,16200,1,1,0,0,2,1,3,1,0,0,2,1,2,1,12,1,1,0,2,1,1,4,1,0,2,1,1,3,2,4,2,6,4,2,1,1,1,3,4,33
0,2,1,3,2,5574,1,1,0,0,2,1,3,2,1,0,1,1,1,1,12,1,1,1,2,1,1,4,1,1,2,1,1,3,2,5,2,6,4,2,1,1,1,3,3,32
0,0,0,0,2,-1,0,0,1,1,1,0,0,0,0,0,2,0,0,1,2,0,1,0,0,2,0,0,0,0,1,1,0,0,-1,0,2,5,3,2,1,0,0,0,4,33
1,0,0,0,2,-1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,10,0,1,0,0,4,0,2,0,1,1,1,1,0,0,0,2,6,3,2,1,0,1,3,0,30
0,0,1,2,2,40,0,0,1,0,2,1,1,2,1,0,2,0,0,1,3,1,1,2,0,1,0,4,1,1,2,1,1,1,-1,0,2,6,3,2,1,2,1,3,2,32
0,0,2,3,2,32000,1,1,0,0,2,1,3,1,0,0,1,1,2,1,12,0,1,2,2,1,1,4,1,1,2,1,0,1,1,0,3,6,4,3,1,1,0,3,3,31
0,0,3,0,2,12262,1,1,0,2,2,1,3,2,1,0,2,0,0,1,4,0,1,2,0,1,1,4,1,1,2,1,1,1,1,2,2,6,3,2,1,2,1,3,2,32
1,0,2,3,2,583,1,1,0,0,2,1,1,1,1,0,2,1,12,1,12,0,1,1,2,1,1,4,1,1,2,2,1,1,1,4,3,6,4,2,1,3,0,3,3,32
0,2,1,1,2,3382,0,1,0,0,2,1,3,2,1,0,1,0,0,1,4,1,1,1,0,1,1,4,0,1,2,1,1,1,1,0,3,6,3,3,1,2,1,2,2,33
1,2,2,2,2,7623,0,1,0,0,2,1,3,1,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,3,0,0,3,6,4,3,1,1,1,3,3,32
1,0,2,2,2,3873,0,1,0,0,2,1,1,2,0,1,0,0,0,1,4,0,1,0,0,1,0,4,1,1,2,1,1,3,0,0,3,6,4,3,1,2,3,3,0,34
0,2,1,1,2,3000,0,1,1,2,2,0,0,0,0,0,2,0,0,1,3,0,0,1,0,1,0,1,0,1,2,2,1,0,1,5,1,5,1,2,1,2,1,1,2,32
0,0,2,3,2,14848,1,1,1,1,2,1,3,1,0,0,1,0,0,1,12,0,1,2,1,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,1,3,3,32
1,0,1,1,2,-1,0,1,1,1,2,1,1,2,1,0,2,0,0,0,0,1,1,1,0,4,1,3,1,1,2,2,1,1,1,5,3,6,3,3,1,0,0,3,4,34
0,0,2,1,2,2745,0,1,0,0,2,1,1,2,0,1,2,0,0,1,12,0,1,1,0,1,0,4,1,1,2,1,0,1,-1,0,3,6,4,2,1,1,1,3,3,33
0,2,2,3,1,-1,1,1,0,0,2,1,3,1,1,0,1,0,0,1,12,1,1,0,2,1,1,4,1,1,2,1,1,1,2,1,3,6,4,3,0,3,0,3,4,32
0,0,0,1,2,3917,0,0,0,0,1,1,1,2,1,0,2,0,0,1,4,0,1,1,0,2,0,0,0,0,1,2,0,1,-1,0,1,6,3,2,1,2,3,0,1,33
1,2,2,2,2,39124,1,1,0,2,2,1,3,2,1,0,0,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,2,6,4,3,1,1,1,3,0,33
0,2,3,0,1,9360,0,0,1,2,2,1,3,2,0,1,1,0,0,1,12,0,1,2,2,1,1,4,1,1,2,1,1,1,1,5,1,6,4,3,1,3,1,3,3,34
1,2,3,2,2,20633,0,1,1,2,2,1,1,2,0,1,0,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,3,6,4,3,0,3,3,3,0,31
0,0,2,3,2,-1,0,1,2,2,2,1,1,2,1,0,2,1,1,1,12,0,1,0,2,1,1,4,0,1,2,1,1,1,1,0,3,6,3,2,1,1,1,3,2,32
1,0,0,2,2,12241,0,1,0,0,2,1,1,2,0,1,2,0,0,1,4,1,1,0,0,1,0,4,1,1,2,1,1,1,1,0,2,6,3,3,1,2,1,3,1,34
1,2,2,2,2,23441,0,1,0,0,2,1,3,2,1,0,2,0,0,1,2,1,1,2,2,1,1,4,0,1,2,1,1,1,1,2,1,6,4,3,1,3,1,3,2,34
0,0,2,1,2,-1,0,1,1,2,2,1,3,2,1,0,2,0,0,1,4,0,1,0,0,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,2,1,3,4,29
1,0,2,1,2,2095,0,1,0,0,2,1,1,2,1,0,2,0,0,1,5,0,1,2,0,1,0,4,1,1,2,1,1,1,-1,0,0,6,4,2,1,2,1,3,2,34
0,0,2,2,2,-1,0,1,1,2,2,1,1,2,0,0,1,1,1,1,4,1,1,1,0,1,0,4,1,1,1,2,1,1,-1,0,1,6,3,2,1,2,1,3,3,26
0,0,0,3,2,2054,1,1,0,0,2,1,1,2,0,1,0,0,0,1,4,0,1,0,1,1,1,4,1,0,2,1,0,1,0,0,2,6,3,3,1,2,1,3,0,32
0,0,3,3,2,9972,1,1,0,0,1,1,3,2,1,0,1,0,0,1,1,0,1,0,2,1,1,4,0,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,4,34
0,0,1,2,2,9947,0,1,1,2,2,1,3,2,1,0,2,1,2,1,2,0,1,1,1,1,1,4,1,1,2,1,1,1,2,2,0,6,3,2,1,2,1,3,2,27
0,0,0,0,2,3629,0,0,0,0,1,1,1,2,1,0,1,0,0,1,2,1,1,1,0,1,0,0,1,0,1,2,1,1,-1,0,1,5,2,2,1,0,1,0,2,27
0,1,0,1,1,6483,0,0,0,0,2,1,1,2,0,1,0,0,0,1,4,0,1,1,0,4,0,0,0,0,1,1,0,1,0,0,1,0,2,2,1,0,3,0,0,31
0,0,0,0,2,9942,0,1,1,2,2,1,1,2,1,0,2,0,0,1,6,1,1,1,1,1,1,4,1,1,2,1,1,2,2,5,2,5,3,3,0,3,1,3,2,32
1,2,3,0,2,1053,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,0,2,1,1,4,1,1,2,1,0,1,2,4,2,6,4,3,1,3,1,3,3,34
1,0,2,1,2,-1,1,1,1,2,2,1,3,1,0,0,1,0,0,1,4,1,1,1,0,1,1,4,0,1,1,1,1,1,1,0,2,6,3,3,1,2,0,3,2,34
0,0,3,2,2,-1,0,1,1,2,2,1,1,2,1,0,1,0,0,1,12,0,1,1,1,1,1,4,1,0,2,1,1,1,-1,0,3,6,4,2,1,1,1,3,1,33
0,2,2,3,2,2992,0,0,1,1,2,0,0,0,0,1,1,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,0,1,1,3,6,3,3,1,3,1,3,0,31
0,0,1,3,2,21796,1,1,0,0,2,1,3,2,1,0,2,1,2,1,12,0,1,2,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,1,33
0,0,0,2,2,918,1,1,0,0,2,1,1,2,1,0,2,0,0,1,4,0,1,0,0,1,0,4,1,0,2,2,1,1,0,0,1,6,2,3,1,2,1,3,0,33
0,2,2,3,2,8834,1,1,0,1,2,1,3,1,1,0,1,0,0,1,12,0,1,2,1,1,1,4,1,1,1,1,1,1,1,0,3,6,3,2,0,0,0,3,3,32
0,2,2,0,1,24290,1,1,0,0,2,1,3,2,1,0,1,1,12,1,12,1,1,0,2,5,1,4,1,1,2,1,1,1,2,3,2,6,4,3,1,1,1,3,4,34
0,0,1,3,2,12959,1,0,2,1,2,1,1,2,1,0,2,0,0,1,6,1,1,2,0,1,1,4,1,1,2,1,1,1,1,0,2,6,3,2,1,2,1,3,3,34
0,0,0,1,2,4091,0,1,1,1,2,1,1,2,1,0,0,0,0,1,4,0,1,0,0,2,0,3,0,1,2,1,1,1,0,0,3,6,3,2,1,2,1,3,0,33
1,0,3,2,2,35778,0,1,0,0,2,1,1,1,1,0,2,0,0,1,4,0,1,2,1,1,1,4,1,1,2,1,0,1,-1,4,3,6,4,3,1,3,3,3,4,30
0,0,0,1,2,6617,0,0,0,0,2,1,3,2,1,0,2,0,0,1,6,1,1,0,0,4,0,2,1,1,1,1,0,1,2,5,2,6,3,2,1,1,1,3,4,31
1,0,1,1,2,8383,0,1,0,0,2,1,1,1,1,0,2,0,0,1,12,1,1,1,0,1,1,2,0,1,2,1,0,1,2,4,1,6,3,3,1,0,1,3,2,34
0,0,3,2,2,35548,0,1,2,1,2,1,2,1,1,0,0,0,0,1,1,0,1,1,2,1,1,4,1,1,2,1,1,2,0,0,2,6,4,3,1,1,1,3,0,16
0,0,3,2,2,28644,0,1,0,0,2,1,1,1,1,0,0,0,0,1,4,0,1,0,2,1,1,4,1,1,2,1,0,1,0,0,3,6,4,2,1,1,1,3,0,29
1,0,2,2,2,13257,0,0,0,0,2,1,1,2,1,0,1,0,0,1,4,0,1,0,0,1,1,4,1,1,2,1,1,1,0,0,1,6,4,3,1,2,1,3,0,33
0,0,2,0,2,6691,1,1,1,1,2,1,1,2,1,0,2,0,0,0,0,0,1,0,0,1,1,4,1,1,2,1,1,1,-1,0,2,6,3,3,0,2,3,3,0,27
0,0,1,1,2,3818,0,1,1,1,2,1,1,1,1,0,0,0,0,1,4,0,1,1,1,1,1,4,0,1,2,1,1,1,0,0,1,6,4,3,1,2,1,3,0,18
0,0,1,2,2,6768,1,1,1,2,2,0,0,0,0,1,2,0,0,1,4,0,1,2,1,1,0,4,1,1,2,1,1,0,1,0,3,6,4,3,1,1,1,3,3,34
0,2,3,2,2,9666,0,1,0,0,2,1,1,2,1,0,2,1,4,1,4,0,1,0,2,1,1,4,1,1,2,1,0,1,1,5,2,6,4,2,0,0,3,3,0,34
0,0,1,3,2,5655,0,1,0,0,2,1,3,2,1,0,1,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,3,1,3,2,33
1,0,1,3,2,-1,1,1,2,2,2,1,1,2,1,0,1,0,0,1,4,1,1,1,2,1,1,4,0,1,1,1,1,1,1,0,3,6,3,2,1,1,0,3,3,34
1,2,2,3,2,6504,0,1,0,0,2,1,3,1,1,0,2,1,12,1,12,1,1,2,1,1,1,4,1,0,2,1,1,1,2,5,3,6,4,3,1,2,1,3,1,31
1,1,2,2,2,1230,0,1,0,0,2,1,3,2,1,0,1,0,0,1,3,1,1,2,2,1,1,4,0,1,2,1,1,1,1,0,1,6,3,2,1,1,1,3,4,33
1,0,2,2,2,12800,1,1,1,2,2,1,1,2,1,0,1,0,0,1,12,0,1,0,0,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,2,32
1,2,1,2,1,1688,0,0,0,2,2,1,1,2,1,0,2,0,0,0,0,1,1,0,2,4,1,4,1,0,2,1,0,3,2,5,3,6,3,3,1,2,1,3,4,34
1,0,2,2,2,28130,1,1,0,0,2,1,3,2,1,0,1,1,1,1,12,1,1,0,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,3,1,3,3,33
0,0,2,3,2,-1,0,1,1,1,2,1,1,2,1,0,2,0,0,1,1,0,1,1,0,1,1,4,1,1,2,1,0,1,2,1,3,6,3,3,1,2,1,3,4,34
0,0,0,0,2,620,0,0,0,0,2,1,1,2,1,0,1,0,0,1,4,0,1,2,1,2,0,0,0,1,1,2,1,1,1,0,1,6,2,2,1,2,1,1,1,33
0,2,2,3,2,6053,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,0,0,1,1,4,1,1,2,1,1,1,1,0,2,5,4,2,1,1,1,3,2,25
0,0,2,3,2,2593,1,1,1,1,2,1,1,2,1,0,2,1,1,1,12,0,1,1,2,1,1,4,0,0,2,1,1,2,1,4,1,6,3,2,1,1,1,2,3,32
0,0,0,2,2,-1,0,1,0,0,2,1,1,2,1,0,2,1,0,1,4,0,1,2,0,1,1,4,1,1,2,1,1,1,1,0,3,6,4,2,1,1,0,3,3,31
0,0,2,3,2,9848,1,1,0,0,2,1,1,1,0,0,0,0,0,1,4,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,3,6,3,2,1,2,1,3,0,29
0,0,2,0,2,20812,0,1,0,0,2,1,1,1,1,0,1,0,0,1,12,1,1,1,0,1,1,4,1,1,2,1,1,1,0,0,3,6,3,2,1,2,1,3,0,34
0,2,2,2,2,18632,0,1,0,0,2,1,1,1,1,0,1,0,0,1,4,0,1,0,1,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,1,3,3,4,34
1,0,0,1,2,37161,0,0,0,0,1,1,3,1,0,0,1,0,0,1,12,1,1,1,1,1,1,4,1,1,1,1,0,1,1,0,1,6,3,2,1,1,1,2,1,33
0,1,0,0,2,14678,0,1,0,0,2,1,1,2,1,0,2,0,0,0,0,0,1,1,0,1,1,4,1,1,2,1,1,1,2,1,2,6,3,3,0,3,1,1,1,3
0,1,0,0,2,10176,0,0,1,0,1,1,1,2,1,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,2,0,1,0,0,1,6,3,2,1,2,3,0,0,33
0,0,1,1,2,2660,1,1,1,2,2,1,1,1,0,1,2,0,0,1,4,0,1,1,1,1,0,2,1,1,1,2,1,1,1,0,2,6,4,2,1,1,1,1,4,32
0,0,1,2,2,13146,0,0,0,0,0,1,3,1,0,1,0,0,0,1,4,0,1,0,0,1,1,4,0,1,2,2,0,1,0,0,2,6,4,2,1,1,1,2,0,31
0,2,3,2,2,8510,0,1,0,0,2,1,1,2,1,0,0,0,0,1,4,0,1,0,1,1,1,4,1,1,2,1,1,1,0,0,2,6,4,3,1,3,1,3,0,33
1,0,2,3,2,23455,1,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,1,1,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,0,31
0,2,2,1,2,2865,0,0,1,2,2,1,3,1,0,0,1,0,0,1,12,1,1,1,1,1,1,3,1,1,2,1,1,1,2,2,2,6,4,3,1,1,3,3,4,33
1,0,0,2,2,391,1,1,0,0,2,0,0,0,0,0,0,0,0,1,6,1,1,1,0,1,0,2,1,1,2,1,0,0,0,0,3,3,3,2,1,1,0,3,0,29
0,0,0,1,2,9742,0,0,0,0,2,1,1,1,0,1,2,0,0,1,3,0,1,0,1,1,1,4,1,0,2,1,1,1,1,0,1,6,3,2,1,3,3,2,2,32
0,0,0,3,2,972,0,1,1,1,2,1,3,2,0,1,1,0,0,1,4,1,0,0,1,1,1,4,1,1,2,1,0,1,1,0,2,6,1,2,1,2,1,1,1,29
0,0,2,3,2,6259,0,1,2,1,2,1,1,2,1,0,2,0,0,1,4,0,1,0,0,1,0,4,0,1,2,1,1,1,-1,0,3,6,4,3,1,1,3,3,0,28
1,0,1,2,2,83164,0,1,0,0,2,1,3,2,0,0,2,1,3,1,4,0,1,2,1,1,1,4,1,1,2,1,1,1,1,0,3,6,3,3,1,2,0,3,4,30
0,2,0,1,2,-1,0,1,0,0,2,1,1,2,1,0,2,0,0,1,4,0,1,0,0,4,0,1,0,1,1,2,1,3,-1,0,1,6,4,2,1,1,1,1,0,32
0,0,0,2,2,5013,0,1,1,1,2,1,1,2,1,0,0,1,4,1,4,0,1,0,0,1,1,4,1,1,2,1,1,1,0,0,2,6,3,3,1,3,3,3,0,30
0,2,2,2,2,566,0,1,0,0,2,1,3,2,1,0,1,1,2,1,6,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,1,1,1,3,3,31
1,0,0,2,2,-1,0,0,0,0,2,1,1,2,1,0,2,0,0,1,12,1,1,0,1,1,0,4,1,0,2,1,1,1,-1,0,0,2,3,2,1,2,3,3,3,26
0,0,3,2,2,8204,1,1,1,1,2,1,3,2,1,0,2,0,0,1,3,0,1,0,0,1,1,4,1,1,2,1,0,1,2,2,2,6,4,3,1,1,1,3,2,32
0,0,2,2,2,2914,0,1,0,0,1,1,1,2,1,0,2,0,0,1,4,1,1,0,1,1,1,4,1,0,2,1,1,1,2,5,3,6,3,3,1,2,3,3,1,28
1,2,2,0,1,12321,0,1,2,1,2,1,1,2,1,0,2,0,0,1,12,1,1,0,2,1,1,4,1,1,2,1,1,3,2,5,2,6,4,3,1,1,0,3,2,33
1,0,0,0,2,2814,0,0,0,0,2,1,1,2,0,0,1,0,0,1,5,0,1,1,0,1,1,4,0,1,2,1,0,1,1,0,3,6,4,3,1,1,3,3,1,25
1,2,1,2,2,2382,1,1,0,0,2,0,0,0,1,0,0,0,0,1,4,0,1,0,1,2,1,4,1,0,2,1,1,0,0,0,3,6,4,3,1,3,1,3,0,30
0,2,3,3,2,25125,1,1,0,1,2,1,3,2,1,0,0,1,2,1,4,0,1,1,2,1,1,4,1,0,2,1,1,1,0,0,2,6,4,3,0,1,1,3,0,34
1,0,2,3,2,-1,1,1,0,0,2,1,1,1,0,1,1,0,0,1,6,1,1,2,0,1,1,4,1,1,2,1,0,1,2,2,3,6,4,2,1,3,1,3,1,29
0,2,2,2,1,-1,1,1,0,2,2,1,3,2,1,0,3,0,0,1,3,0,1,0,2,1,1,4,1,1,2,1,0,1,1,0,2,6,3,3,0,1,1,3,1,31
0,0,0,1,2,3129,0,0,0,0,2,1,1,2,1,0,1,0,0,1,4,1,1,1,0,1,0,2,0,1,1,2,0,1,1,0,2,5,3,2,1,2,1,0,2,32
0,0,1,2,2,21601,0,1,1,2,2,1,1,1,1,0,1,0,0,1,4,0,1,2,0,1,0,4,1,1,2,1,1,1,1,0,3,6,3,3,1,1,0,3,4,32
0,0,0,2,2,42155,0,0,0,0,2,1,1,2,1,0,2,0,0,1,4,0,1,1,1,1,1,4,1,0,2,1,1,1,0,0,2,6,3,2,1,1,1,3,1,25
0,1,0,0,1,11234,0,1,0,0,2,1,1,2,1,0,1,0,0,0,0,0,1,1,0,1,1,4,1,0,2,2,0,3,2,4,0,6,4,0,0,1,3,0,4,0
0,0,2,3,2,9114,0,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,1,6,3,2,1,1,0,3,4,30
0,0,1,0,2,21562,0,1,0,0,2,1,3,2,1,0,3,0,0,1,1,0,1,2,2,1,1,4,1,1,1,1,0,3,2,4,2,6,4,3,1,1,1,3,3,34
0,0,1,2,2,4924,0,0,0,0,2,1,1,2,1,0,1,1,2,1,4,0,1,2,0,1,1,4,1,1,2,1,1,1,1,0,3,6,3,2,1,2,3,3,2,32
1,0,2,2,2,12931,1,1,0,0,2,1,3,2,1,0,1,0,0,1,12,1,1,1,2,1,1,4,1,0,2,1,1,1,2,5,2,6,4,3,1,1,1,3,2,32
0,0,0,2,2,22041,0,1,1,2,1,1,1,1,1,0,2,0,0,1,6,0,1,1,2,1,1,4,1,1,2,1,1,1,1,3,3,6,3,2,1,3,1,1,2,32
0,2,2,3,1,580,1,1,1,2,2,1,3,2,1,0,1,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,1,0,2,6,4,3,0,0,1,3,4,32
0,2,4,0,1,70354,0,0,1,2,2,1,2,2,1,0,1,1,5,0,0,0,1,0,2,1,1,4,1,1,2,1,1,2,2,5,2,6,3,3,0,3,1,3,4,0
0,0,2,2,2,16899,1,1,0,0,2,1,1,1,1,0,0,1,2,1,4,0,1,0,0,1,0,4,1,1,2,2,0,1,0,0,3,5,2,3,1,2,1,3,0,32
0,0,1,3,2,462,1,1,1,2,2,1,1,2,1,0,2,0,0,1,12,0,0,1,2,1,1,4,1,0,2,1,1,1,1,4,3,6,1,2,1,1,1,3,0,32
1,0,2,2,2,29547,0,1,1,1,2,1,3,1,1,0,1,0,0,1,6,0,1,2,1,1,1,4,1,1,2,1,1,1,1,0,3,6,4,3,1,1,3,3,1,30
1,0,2,2,2,310,0,1,1,2,2,1,3,1,1,0,1,0,0,1,6,1,1,1,1,1,1,4,1,1,2,1,0,1,2,5,2,6,4,3,1,3,1,3,1,34
0,0,1,2,2,965,0,1,0,0,2,1,1,2,1,0,2,0,0,1,4,0,1,0,0,1,1,4,1,1,2,2,1,3,-1,0,1,6,3,2,1,2,0,2,2,33
1,0,1,3,2,9907,1,1,0,0,2,1,3,2,1,0,2,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,1,4,2,6,3,3,1,3,1,3,4,34
0,0,1,3,2,8427,0,1,1,2,2,1,1,1,1,0,2,1,1,1,12,0,0,1,2,1,1,4,1,1,2,1,0,1,-1,0,2,6,1,2,1,2,1,3,3,32
0,2,1,3,1,35487,1,1,1,1,2,1,3,1,1,0,1,0,0,1,12,1,1,1,2,1,1,4,1,1,2,1,1,1,2,5,2,6,3,3,0,0,1,3,4,32
1,0,2,2,2,25727,0,1,2,0,2,1,1,2,1,0,2,0,0,1,12,0,1,0,2,1,1,4,1,1,2,1,1,1,1,5,2,6,4,3,1,1,1,3,4,16
0,2,1,3,2,13218,1,1,1,1,2,1,1,2,1,0,0,0,0,1,6,0,1,0,2,1,1,4,1,1,2,1,1,1,0,0,1,6,3,3,0,2,1,3,0,34
0,0,2,3,2,4935,0,1,0,0,2,1,1,2,1,0,1,0,0,1,12,0,1,1,2,1,1,4,1,1,2,1,1,3,1,3,3,6,4,3,1,1,1,3,2,28
1,0,2,2,2,19394,0,1,1,1,2,1,3,2,1,0,2,0,0,1,12,0,1,1,2,1,1,4,1,0,2,1,0,1,-1,0,3,6,4,3,1,2,1,3,3,33
